Molecule_ID,Raw_SMILES,Canonical_SMILES,Is_Valid,MW,LogP,HBD,HBA,QED,SA_Score,Lipinski_Violations,Lipinski_Compliant
MOL_00329,CC[C@@H](C)C[NH+]1CCN(C(=O)NC[C@@H](C)[NH+]2CCCC2)CC1,CC[C@@H](C)C[NH+]1CCN(C(=O)NC[C@@H](C)[NH+]2CCCC2)CC1,True,312.29,-0.99,3.0,1.0,0.5792,5.64,0.0,True
MOL_00330,COc1ccc(OCC(=O)Nc2ccccc2C#N)cc1OC,COc1ccc(OCC(=O)Nc2ccccc2C#N)cc1OC,True,312.11,2.59,1.0,5.0,0.8864,1.77,0.0,True
MOL_00331,Cc1ccc(Oc2ccc(C(=O)N3CCN(C(=O)c4cccs4)CC3)cc2)cc1,Cc1ccc(Oc2ccc(C(=O)N3CCN(C(=O)c4cccs4)CC3)cc2)cc1,True,406.14,4.45,0.0,4.0,0.6433,1.92,0.0,True
MOL_00332,COC(=O)c1c(NC(=O)c2cc(C(C)C)n(C)c2cnn2C)cnn1C,,False,,,,,,,,False
MOL_00333,CC(C)c1cccc(C(=O)N2CCN(C(=O)[C@H]3C=c4ccccc4=[NH+]3)CC2)c1,CC(C)c1cccc(C(=O)N2CCN(C(=O)[C@H]3C=c4ccccc4=[NH+]3)CC2)c1,True,376.2,-0.34,1.0,2.0,0.7968,3.47,0.0,True
MOL_00334,COc1cccc(C(=O)N2CCN(CC(=O)N3CCCC3)CC2)c1,COc1cccc(C(=O)N2CCN(CC(=O)N3CCCC3)CC2)c1,True,331.19,1.08,0.0,4.0,0.8283,1.81,0.0,True
MOL_00335,Cc1ccccc1C[NH+](C)CC(=O)Nc1ccc(Cl)nc1,Cc1ccccc1C[NH+](C)CC(=O)Nc1ccc(Cl)nc1,True,304.12,1.7,2.0,2.0,0.826,3.47,0.0,True
MOL_00336,COC(=O)c1ccc(CNC(=O)N(C)Cc2ccccc2F)cc1,COC(=O)c1ccc(CNC(=O)N(C)Cc2ccccc2F)cc1,True,330.14,2.95,1.0,3.0,0.8577,1.84,0.0,True
MOL_00337,CCc1ccc([C@@H](C)[NH2+]CCn2ccn(-c3ccccc3)c2=O)cc1,CCc1ccc([C@@H](C)[NH2+]CCn2ccn(-c3ccccc3)c2=O)cc1,True,336.21,2.53,1.0,1.0,0.7078,3.43,0.0,True
MOL_00338,CCOC(=O)C1=C(C)N=C2C(=O)CC(C)=C12,CCOC(=O)C1=C(C)N=C2C(=O)CC(C)=C21,True,219.09,1.57,0.0,4.0,0.6622,3.19,0.0,True
MOL_00339,COc1cc(C(=O)NC[C@H](c2ccc(C)cc2)[NH+](C)C)ccc1OC,COc1ccc(C(=O)NC[C@H](c2ccc(C)cc2)[NH+](C)C)cc1OC,True,343.2,1.63,2.0,3.0,0.8034,3.1,0.0,True
MOL_00340,CC(C)(C)c1ccc(NC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)cc1,CC(C)(C)c1ccc(NC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)cc1,True,417.17,3.65,2.0,4.0,0.7949,2.03,0.0,True
MOL_00341,CC(C)(C)c1ccc(OCc2nc3nc(N4CCOCC4)n(-c4ccc(F)cc4)c3n2)cc1,,False,,,,,,,,False
MOL_00342,Cc1nn(C)c(C)c1C(=O)N1CCC[C@H]1C(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1,Cc1nn(C)c(C)c1C(=O)N1CCC[C@H]1C(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1,True,457.19,2.28,0.0,4.0,0.7079,2.78,0.0,True
MOL_00343,Cc1cc(C[NH+]2CCN(Cc3cccc(C)c3)CC2)no1,Cc1cccc(CN2CC[NH+](Cc3cc(C)on3)CC2)c1,True,286.19,1.19,1.0,3.0,0.9166,3.4,0.0,True
MOL_00344,CCCN(CCC)C(=O)c1cccc(-n2cccn2)c1,CCCN(CCC)C(=O)c1cccc(-n2cccn2)c1,True,271.17,3.13,0.0,2.0,0.8092,2.08,0.0,True
MOL_00345,COCCNC(=O)c1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)o1,COCCNC(=O)c1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)o1,True,370.11,3.24,2.0,4.0,0.7653,2.16,0.0,True
MOL_00346,Cc1ccccc1N1C(N)=[NH+]C[C@@H]1C1CCCCC1,Cc1ccccc1N1C(N)=[NH+]C[C@@H]1C1CCCCC1,True,258.2,1.16,2.0,2.0,0.8358,3.52,0.0,True
MOL_00347,Cc1nnc(Nc2ccccc2OCc2ccccc2)s1,Cc1nnc(Nc2ccccc2OCc2ccccc2)s1,True,297.09,4.17,1.0,5.0,0.7675,1.84,0.0,True
MOL_00348,COC(=O)c1ccc(CN2CCC[C@H](NS(C)(=O)=O)C2)s1,COC(=O)c1ccc(CN2CCC[C@H](NS(C)(=O)=O)C2)s1,True,332.09,1.05,1.0,6.0,0.8158,2.8,0.0,True
MOL_00349,CC(C)[NH+]1CCC(C(=O)N2CCC[C@@H]2c2cccc(OC(F)F)c2)CC1,CC(C)[NH+]1CCC(C(=O)N2CCC[C@@H]2c2cccc(OC(F)F)c2)CC1,True,367.22,2.65,1.0,2.0,0.8682,3.78,0.0,True
MOL_00350,CCc1ccc(CC)c(NC(=O)N2CCN(c3ccccc3OC)CC2)c1,CCc1ccc(CC)c(NC(=O)N2CCN(c3ccccc3OC)CC2)c1,True,367.23,4.17,1.0,3.0,0.8624,2.02,0.0,True
MOL_00351,CCN(C(=O)c1cc(S(N)(=O)=O)ccc1F)[C@@H]1CCS(=O)(=O)C1,CCN(C(=O)c1cc(S(N)(=O)=O)ccc1F)[C@@H]1CCS(=O)(=O)C1,True,364.06,0.12,1.0,5.0,0.815,2.85,0.0,True
MOL_00352,CNC(=O)c1ccc(NC(=O)C(=O)NCc2ccc(F)cc2)c(Cl)n1,CNC(=O)c1ccc(NC(=O)C(=O)NCc2ccc(F)cc2)c(Cl)n1,True,364.07,1.49,3.0,4.0,0.5649,2.17,0.0,True
MOL_00353,CCN(C(=O)c1ccc(Br)cc1[N+](=O)[O-])c1ccccc1,CCN(C(=O)c1ccc(Br)cc1[N+](=O)[O-])c1ccccc1,True,348.01,4.02,0.0,3.0,0.6185,2.02,0.0,True
MOL_00354,CCOC(=O)c1nc([C@H]2CN(CC)CCO2)[nH]c1C,CCOC(=O)c1nc([C@H]2CN(CC)CCO2)[nH]c1C,True,267.16,1.29,1.0,5.0,0.8325,3.14,0.0,True
MOL_00355,COC(=O)c1ccc(-c2nc(-c3ccc(OC)c(Cl)c3)no2)o1,COC(=O)c1ccc(-c2nc(-c3ccc(OC)c(Cl)c3)no2)o1,True,334.04,3.45,0.0,7.0,0.675,2.22,0.0,True
MOL_00356,COC(=O)c1ccc(C(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc1,COC(=O)c1ccc(C(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc1,True,390.12,2.8,2.0,5.0,0.7646,1.86,0.0,True
MOL_00357,CCc1ccccc1NC(=O)[C@H](C)Sc1nnc(NC(C)C)s1,CCc1ccccc1NC(=O)[C@H](C)Sc1nnc(NC(C)C)s1,True,350.12,4.04,2.0,6.0,0.7378,2.66,0.0,True
MOL_00358,Cc1nc2cc(N)ccc2n1CC(=O)NCc1ccccc1,Cc1nc2cc(N)ccc2n1CC(=O)NCc1ccccc1,True,294.15,2.24,2.0,3.0,0.7248,1.92,0.0,True
MOL_00359,CN(C(=O)COC(=O)c1ccc(Cn2ccnc2)cc1)c1ncccn1,CN(C(=O)COC(=O)c1ccc(Cn2ccnc2)cc1)c1ncccn1,True,351.13,1.54,0.0,6.0,0.6259,2.42,0.0,True
MOL_00360,COc1ccc(-c2noc([C@@H](C)NC(=O)c3ccccc3)n2)cc1,COc1ccc(-c2noc([C@@H](C)NC(=O)c3ccccc3)n2)cc1,True,323.13,3.24,1.0,5.0,0.7797,2.28,0.0,True
MOL_00361,COCCN(C)C(=O)NCc1ccc(NC(C)=O)cc1,COCCN(C)C(=O)NCc1ccc(NC(C)=O)cc1,True,279.16,1.43,2.0,3.0,0.8273,1.87,0.0,True
MOL_00362,Cc1cc(NC(=O)c2cccc(OCC(=O)NC3CCCCC3)c2)ncc1[N+](=O)[O-],Cc1cc(NC(=O)c2cccc(OCC(=O)NC3CCCCC3)c2)ncc1[N+](=O)[O-],True,412.17,3.38,2.0,6.0,0.5307,2.28,0.0,True
MOL_00363,O=C(N[C@@H]1CCCC[C@@H]1OC(=O)c1ccc(Cl)c(Cl)c1)c1ccco1,O=C(O[C@H]1CCCC[C@H]1NC(=O)c1ccco1)c1ccc(Cl)c(Cl)c1,True,381.05,4.48,1.0,4.0,0.7919,2.91,0.0,True
MOL_00364,COCCCN1CCN(C(=O)c2ccc(OC)c(OC)c2)CC1=O,COCCCN1CCN(C(=O)c2ccc(OC)c(OC)c2)CC1=O,True,336.17,1.02,0.0,5.0,0.6957,2.04,0.0,True
MOL_00365,COc1ccc(-c2ccc(=O)n(CC(=O)Nc3cccc(C)n3)n2)cc1,COc1ccc(-c2ccc(=O)n(CC(=O)Nc3cccc(C)n3)n2)cc1,True,350.14,2.26,1.0,5.0,0.7627,2.06,0.0,True
MOL_00366,COc1ccc(C(=O)NC(=S)NNC(=O)c2ccc(Br)o2)cc1,COc1ccc(C(=O)NC(=S)NNC(=O)c2ccc(Br)o2)cc1,True,396.97,2.0,3.0,5.0,0.5413,2.11,0.0,True
MOL_00367,CC(C)NC(=O)NC(=O)CSc1ccc(C(=O)N2CCCC2)cc1,CC(C)NC(=O)NC(=O)CSc1ccc(C(=O)N2CCCC2)cc1,True,349.15,2.25,2.0,4.0,0.7994,2.01,0.0,True
MOL_00368,CC(C)(C)NC(=O)c1ccc(CNC(=O)C[NH+]2CCCC[C@@H]2CO)cc1,CC(C)(C)NC(=O)c1ccc(CNC(=O)C[NH+]2CCCC[C@@H]2CO)cc1,True,362.24,0.26,4.0,3.0,0.5859,3.97,0.0,True
MOL_00369,Cc1ccc(S(=O)(=O)N(C)C)c(C(=O)N[C@@H]2CCC[C@@H](S(C)(=O)=O)C2)c1,Cc1ccc(S(=O)(=O)N(C)C)c(C(=O)N[C@@H]2CCC[C@@H](S(C)(=O)=O)C2)c1,True,402.13,1.33,1.0,5.0,0.8007,3.22,0.0,True
MOL_00370,C[C@H]1CCC[C@@H](CC[NH2+]Cc2ccccc2F)C1,C[C@H]1CCC[C@@H](CC[NH2+]Cc2ccccc2F)C1,True,250.2,3.11,1.0,0.0,0.7734,3.83,0.0,True
MOL_00371,Cc1cccc(C)c1NC(=O)N1CCC(CNC(=O)c2cnc(N3CCCC3)nn2)CC1,Cc1cccc(C)c1NC(=O)N1CCC(CNC(=O)c2cnc(N3CCCC3)nn2)CC1,True,437.25,2.76,2.0,6.0,0.7456,2.58,0.0,True
MOL_00372,COC(=O)c1c(NC(=O)CCS(=O)(=O)c2ccccc2)sc2c1CCCC2,COC(=O)c1c(NC(=O)CCS(=O)(=O)c2ccccc2)sc2c1CCCC2,True,407.09,3.22,1.0,6.0,0.7429,2.19,0.0,True
MOL_00373,CC[NH+](CC)C[C@@H](C)NC(=O)N1CCO[C@H](C)C1,CC[NH+](CC)C[C@@H](C)NC(=O)N1CCO[C@H](C)C1,True,258.22,-0.27,2.0,2.0,0.713,4.36,0.0,True
MOL_00374,O=C(Cc1ccccc1F)N1CCCN(C(=O)c2ccc(C#N)cc2)CC1,N#Cc1ccc(C(=O)N2CCCN(C(=O)Cc3ccccc3F)CC2)cc1,True,365.15,2.61,0.0,3.0,0.8399,1.99,0.0,True
MOL_00375,CCOc1ccc(S(=O)(=O)Nc2cccc(C(=O)N(C)C)c2)cc1,CCOc1ccc(S(=O)(=O)Nc2cccc(C(=O)N(C)C)c2)cc1,True,348.11,2.59,1.0,4.0,0.8705,1.79,0.0,True
MOL_00376,CCN(CC)C(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,CCN(CC)C(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,True,374.06,4.18,1.0,2.0,0.8524,1.71,0.0,True
MOL_00377,CC(C)C(=O)Nc1ccc(NC(=O)C[NH+](C)CC2CCCC2)cc1,CC(C)C(=O)Nc1ccc(NC(=O)C[NH+](C)CC2CCCC2)cc1,True,332.23,1.92,3.0,2.0,0.7143,3.31,0.0,True
MOL_00378,COc1ccc(C[NH+]2CCN(CC(=O)NC(C)(C)C)CC2)cc1O,COc1ccc(C[NH+]2CCN(CC(=O)NC(C)(C)C)CC2)cc1O,True,336.23,0.02,3.0,4.0,0.709,3.42,0.0,True
MOL_00379,CCOc1cccc([C@@H]2CC(=O)NC3=NC(SC)(C(=O)Nc4ccc(C)cc4)=C(C)C(=O)[C@H]23)c1,,False,,,,,,,,False
MOL_00380,O=C(NCc1ncnn1Cc1ccccc1)NCCCN1CCOCC1,O=C(NCCCN1CCOCC1)NCc1ncnn1Cc1ccccc1,True,358.21,0.85,2.0,5.0,0.6836,2.23,0.0,True
MOL_00381,C[C@@H]1CCCC[C@@H]1NC(=O)NCCCn1cnc2ccccc2c1=O,C[C@@H]1CCCC[C@@H]1NC(=O)NCCCn1cnc2ccccc2c1=O,True,342.21,2.66,2.0,3.0,0.8204,2.84,0.0,True
MOL_00382,CCCCC1CCC(C(=O)N(C)[C@H]2CCS(=O)(=O)C2)CC1,CCCCC1CCC(C(=O)N(C)[C@H]2CCS(=O)(=O)C2)CC1,True,315.19,2.63,0.0,3.0,0.7835,2.87,0.0,True
MOL_00383,CCC[C@@H](C)NC(=O)[C@H](C)Nc1ccccc1C,CCC[C@@H](C)NC(=O)[C@H](C)Nc1ccccc1C,True,248.19,3.1,2.0,2.0,0.8119,2.55,0.0,True
MOL_00384,COc1ccccc1[C@H]1CCCN1C(=O)c1ccc2c(c1)nc(C)n2C,COc1ccccc1[C@H]1CCCN1C(=O)c1ccc2c(c1)nc(C)n2C,True,349.18,3.87,0.0,3.0,0.7211,2.58,0.0,True
MOL_00385,COc1ccc(-n2nnnc2SCC(=O)Nc2cccc(C)c2)cc1,COc1ccc(-n2nnnc2SCC(=O)Nc2cccc(C)c2)cc1,True,355.11,2.71,1.0,6.0,0.6848,1.91,0.0,True
MOL_00386,Cc1cccc(C(=O)N2CCOC[C@@H]2C2CC2)c1,Cc1cccc(C(=O)N2CCOC[C@@H]2C2CC2)c1,True,245.14,2.25,0.0,2.0,0.7995,2.57,0.0,True
MOL_00387,CC(C)CC(=O)N1CCC[C@@H](c2nc(-c3ccc(F)cc3)no2)C1,CC(C)CC(=O)N1CCC[C@@H](c2nc(-c3ccc(F)cc3)no2)C1,True,331.17,3.63,0.0,4.0,0.8582,2.62,0.0,True
MOL_00388,COc1ccc(C[NH+](C)Cc2nc(C(C)(C)C)no2)cn1,COc1ccc(C[NH+](C)Cc2nc(C(C)(C)C)no2)cn1,True,291.18,0.99,1.0,5.0,0.8896,3.96,0.0,True
MOL_00389,CCCCC(=O)Nc1cccc(NC(=O)C(=O)N2CCN(C)CC2)c1,CCCCC(=O)Nc1cccc(NC(=O)C(=O)N2CCN(C)CC2)c1,True,346.2,1.53,2.0,4.0,0.7924,2.01,0.0,True
MOL_00390,Cc1ccc(NC(=O)CN2CCCN(C(=O)c3cccs3)C2)cc1F,Cc1ccc(NC(=O)CN2CCCN(C(=O)c3cccs3)C2)cc1F,True,361.13,2.94,1.0,4.0,0.911,2.26,0.0,True
MOL_00391,C[NH+]1CCN(c2nccc(N3CCCCC3)n2)CC1,C[NH+]1CCN(c2nccc(N3CCCCC3)n2)CC1,True,262.2,-0.2,1.0,4.0,0.8009,3.44,0.0,True
MOL_00392,CC(C)[C@@H](CO)NC(=O)Nc1ccc(N2CCOC2=O)cc1,CC(C)[C@@H](CO)NC(=O)Nc1ccc(N2CCOC2=O)cc1,True,307.15,1.78,3.0,4.0,0.7731,2.7,0.0,True
MOL_00393,Cc1ccc(NC(=O)N2CCC[C@H](C(=O)[O-])C2)cc1S(=O)(=O)N1CCOCC1,Cc1ccc(NC(=O)N2CCC[C@H](C(=O)[O-])C2)cc1S(=O)(=O)N1CCOCC1,True,410.14,0.01,1.0,6.0,0.7468,2.99,0.0,True
MOL_00394,COc1ccc(-c2nc(CNC(=O)C(=O)NCc3ccccc3)no2)cc1,COc1ccc(-c2nc(CNC(=O)C(=O)NCc3ccccc3)no2)cc1,True,366.13,1.68,2.0,6.0,0.643,2.04,0.0,True
MOL_00395,CCCCNC(=O)C1=CN=C(SC)N[C@@H]1c1cccc(OC)c1OC,CCCCNC(=O)C1=CN=C(SC)N[C@@H]1c1cccc(OC)c1OC,True,363.16,2.87,2.0,6.0,0.7291,3.31,0.0,True
MOL_00396,Cc1ccc(-n2c(C)cccc2=O)cc1C(=O)Nc1ccccc1,Cc1ccc(-n2c(C)cccc2=O)cc1C(=O)Nc1ccccc1,True,318.14,3.71,1.0,2.0,0.8002,1.9,0.0,True
MOL_00397,CC(C)(C)NC(=O)COc1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1,CC(C)(C)NC(=O)COc1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1,True,394.15,4.25,2.0,3.0,0.7967,1.99,0.0,True
MOL_00398,Cc1ccc(NC(=O)CC2CCN(C(=O)C(=O)NC3CC3)CC2)c(C)c1,Cc1ccc(NC(=O)CC2CCN(C(=O)C(=O)NC3CC3)CC2)c(C)c1,True,357.21,2.15,2.0,3.0,0.8107,2.16,0.0,True
MOL_00399,Cc1nn(C)c(C)c1CCC(=O)Nc1ccc(Cl)cc1Cl,Cc1nn(C)c(C)c1CCC(=O)Nc1ccc(Cl)cc1Cl,True,325.07,3.92,1.0,2.0,0.9257,1.98,0.0,True
MOL_00400,COc1ccc(-c2cc(C(=O)N3CCN(c4ccccc4C)CC3)c[nH]2)cc1,COc1ccc(-c2cc(C(=O)N3CCN(c4ccccc4C)CC3)c[nH]2)cc1,True,375.19,3.96,1.0,3.0,0.7509,2.14,0.0,True
MOL_00401,CCCCn1nc(C(=O)N2CCCCC2)c2c1CCN(C(=O)c1ccccc1)CC2,CCCCn1nc(C(=O)N2CCCCC2)c2c1CCN(C(=O)c1ccccc1)CC2,True,408.25,3.55,0.0,3.0,0.7602,2.27,0.0,True
MOL_00402,Cc1ccc(-c2nnc(SCC(=O)N3CCCC3)n2C)cc1,Cc1ccc(-c2nnc(SCC(=O)N3CCCC3)n2C)cc1,True,316.14,2.51,0.0,4.0,0.8134,1.96,0.0,True
MOL_00403,CCOC(=O)C(=O)N1CC[C@H](C)[C@H](O)C1,CCOC(=O)C(=O)N1CC[C@H](C)[C@H](O)C1,True,215.12,-0.22,1.0,4.0,0.4848,3.16,0.0,True
MOL_00404,COCC[C@@H](C)C(=O)N1CCC(C(=O)N2CCCC2)CC1,COCC[C@@H](C)C(=O)N1CCC(C(=O)N2CCCC2)CC1,True,296.21,1.52,0.0,3.0,0.7727,2.57,0.0,True
MOL_00405,Cc1ccc(C(=O)Nc2cccc(CC(=O)NCc3ccco3)c2)cc1,Cc1ccc(C(=O)Nc2cccc(CC(=O)NCc3ccco3)c2)cc1,True,348.15,3.7,2.0,3.0,0.7134,1.81,0.0,True
MOL_00406,Cc1ccc(C(=O)Nc2cccc(C(=O)N3CCCCC3)c2)cc1,Cc1ccc(C(=O)Nc2cccc(C(=O)N3CCCCC3)c2)cc1,True,322.17,3.87,1.0,2.0,0.9322,1.6,0.0,True
MOL_00407,CCC[C@@H](C)NC(=O)[C@H]1CCCN(S(=O)(=O)c2ccc3c(c2)OCCCO3)C1,CCC[C@@H](C)NC(=O)[C@H]1CCCN(S(=O)(=O)c2ccc3c(c2)OCCCO3)C1,True,410.19,2.55,1.0,5.0,0.7791,3.0,0.0,True
MOL_00408,CCOc1cc(/C=N/NC(=O)CN2CCCC2=O)cc(OC)c1OC,CCOc1cc(/C=N/NC(=O)CN2CCCC2=O)cc(OC)c1OC,True,349.16,1.17,1.0,6.0,0.5621,2.27,0.0,True
MOL_00409,Cc1cc(C(=O)NCCC[NH+]2CCCCC2)oc2c1/C(=N/NC(=O)Cc1ccc(F)cc1)CCC2,,False,,,,,,,,False
MOL_00410,CCCCC[C@H](O)c1ccc(C)c(F)c1,CCCCC[C@H](O)c1ccc(C)c(F)c1,True,210.14,3.75,1.0,1.0,0.7338,2.27,0.0,True
MOL_00411,CC(C)CNC(=O)N1CCCC[C@@H]1CC(=O)N1CCOCC1,CC(C)CNC(=O)N1CCCC[C@@H]1CC(=O)N1CCOCC1,True,311.22,1.46,1.0,3.0,0.8547,2.71,0.0,True
MOL_00412,Cc1cc(=O)[nH]c(-c2cccc(C(=O)N(C)c3ccccc3)c2)n1,Cc1cc(=O)[nH]c(-c2cccc(C(=O)N(C)c3ccccc3)c2)n1,True,319.13,3.02,1.0,3.0,0.8068,2.24,0.0,True
MOL_00413,CC[C@H]1CCCCN1C(=O)[C@@H](C)[NH+]1CCC(OC)CC1,CC[C@H]1CCCCN1C(=O)[C@@H](C)[NH+]1CCC(OC)CC1,True,283.24,0.86,1.0,2.0,0.8302,4.38,0.0,True
MOL_00414,Cc1nn(C)cc1[C@H](C)[NH2+][C@@H](C)C(=O)Nc1ccc(Br)cc1,Cc1nn(C)cc1[C@H](C)[NH2+][C@@H](C)C(=O)Nc1ccc(Br)cc1,True,365.1,2.14,2.0,2.0,0.8518,3.76,0.0,True
MOL_00415,COc1cccc(C(=O)Nc2ccc(NC(=O)C(=O)NC3CC3)cc2)c1,COc1cccc(C(=O)Nc2ccc(NC(=O)C(=O)NC3CC3)cc2)c1,True,353.14,2.16,3.0,4.0,0.7179,1.79,0.0,True
MOL_00416,CC(=O)c1ccc(OCC(=O)Nc2ccccc2)cc1,CC(=O)c1ccc(OCC(=O)Nc2ccccc2)cc1,True,269.11,2.91,1.0,3.0,0.849,1.42,0.0,True
MOL_00417,CN(C)c1ccc(C(=O)N[C@@H]2CCCCC[C@@H]2C(=O)[O-])cc1,CN(C)c1ccc(C(=O)N[C@@H]2CCCCC[C@@H]2C(=O)[O-])cc1,True,303.17,1.18,1.0,4.0,0.8479,3.08,0.0,True
MOL_00418,CCCCN(C)C(=O)NC[C@H]1CCCN(c2ncccn2)C1,CCCCN(C)C(=O)NC[C@H]1CCCN(c2ncccn2)C1,True,305.22,2.13,1.0,4.0,0.8744,2.76,0.0,True
MOL_00419,CC(C)[C@@H](NC(=O)c1cc(Br)ccc1F)C(=O)NC(=O)NCC(F)(F)F,CC(C)[C@@H](NC(=O)c1cc(Br)ccc1F)C(=O)NC(=O)NCC(F)(F)F,True,441.03,2.73,3.0,3.0,0.6135,2.76,0.0,True
MOL_00420,COc1ccc([C@@H](C)N(C)C(=O)CN2C(=O)N[C@@]3(CCc4ccccc43)C2=O)cc1,COc1ccc([C@@H](C)N(C)C(=O)CN2C(=O)N[C@@]3(CCc4ccccc43)C2=O)cc1,True,407.18,2.61,1.0,4.0,0.7731,3.5,0.0,True
MOL_00421,CC(C)N(C)c1ccc(NC(=O)N(C)C2CCCC2)cc1,CC(C)N(C)c1ccc(NC(=O)N(C)C2CCCC2)cc1,True,289.22,3.94,1.0,2.0,0.911,2.21,0.0,True
MOL_00422,CC(C)NC(=O)c1ccc(C(=O)N2CCN(c3nc4ccccc4s3)CC2)cc1,CC(C)NC(=O)c1ccc(C(=O)N2CCN(c3nc4ccccc4s3)CC2)cc1,True,408.16,3.4,1.0,5.0,0.7186,2.01,0.0,True
MOL_00423,CC(C)[NH+](C)CCNC(=O)N1CCC[C@H]1CC(=O)NC1CC1,CC(C)[NH+](C)CCNC(=O)N1CCC[C@H]1CC(=O)NC1CC1,True,311.24,-0.25,3.0,2.0,0.6071,4.0,0.0,True
MOL_00424,CCOC(=O)C1=C(C)C(C(=O)N2CCCCC2)=N[C@H]1C,CCOC(=O)C1=C(C)C(C(=O)N2CCCCC2)=N[C@H]1C,True,278.16,1.72,0.0,4.0,0.7386,3.11,0.0,True
MOL_00425,COc1cccc([C@@H](O)[C@H](C)C(=O)OC)c1,COC(=O)[C@@H](C)[C@H](O)c1cccc(OC)c1,True,224.1,1.54,1.0,4.0,0.788,2.69,0.0,True
MOL_00426,CCOC(=O)C1=C(C)N=C2S[C@H](C)C(=O)N2C(=S)N1c1ccc(C)cc1,CCOC(=O)C1=C(C)N=C2S[C@H](C)C(=O)N2C(=S)N1c1ccc(C)cc1,True,389.09,3.21,0.0,6.0,0.5843,3.35,0.0,True
MOL_00427,COc1cc(NC(=O)c2ccc(C)c(C)c2)ccc1OC(C)C,COc1cc(NC(=O)c2ccc(C)c(C)c2)ccc1OC(C)C,True,313.17,4.35,1.0,3.0,0.8923,1.7,0.0,True
MOL_00428,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(OC)c1,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(OC)c1,True,290.13,1.89,2.0,4.0,0.8302,2.52,0.0,True
MOL_00429,Cc1ccc(C)c(NC(=O)CNC(=O)c2ccccc2C)c1,Cc1ccc(C)c(NC(=O)CNC(=O)c2ccccc2C)c1,True,296.15,2.98,2.0,2.0,0.911,1.62,0.0,True
MOL_00430,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1NC(=O)c1ccccc1,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1NC(=O)c1ccccc1,True,364.1,5.15,2.0,2.0,0.6719,1.54,1.0,True
MOL_00431,CC(=O)N1CCN(C(=O)Nc2cccc(C)c2OCc2ccccc2)CC1,CC(=O)N1CCN(C(=O)Nc2cccc(C)c2OCc2ccccc2)CC1,True,367.19,3.27,1.0,3.0,0.9021,2.01,0.0,True
MOL_00432,C[C@@H](Cc1ccccc1)NC(=O)C(=O)N1CCC[C@H]1C[C@H](C)O,C[C@H](O)C[C@@H]1CCCN1C(=O)C(=O)N[C@@H](C)Cc1ccccc1,True,318.19,1.5,2.0,3.0,0.8084,3.23,0.0,True
MOL_00433,Cc1ccc(CNC(=O)CCc2nc(-c3cccs3)no2)cc1,Cc1ccc(CNC(=O)CCc2nc(-c3cccs3)no2)cc1,True,327.1,3.36,1.0,5.0,0.7536,2.02,0.0,True
MOL_00434,O=C([O-])COc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCCC3)c2)cc1,O=C([O-])COc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCCC3)c2)cc1,True,403.1,0.85,1.0,6.0,0.7328,2.22,0.0,True
MOL_00435,Cc1ccc(NC(=O)Nc2ccccc2N2CCCC2=O)cc1Cl,Cc1ccc(NC(=O)Nc2ccccc2N2CCCC2=O)cc1Cl,True,343.11,4.42,2.0,2.0,0.8662,1.94,0.0,True
MOL_00436,Cc1ccc(C(=O)N(Cc2ccccn2)c2nc3ccccc3n2C)cc1C,Cc1ccc(C(=O)N(Cc2ccccn2)c2nc3ccccc3n2C)cc1C,True,370.18,4.43,0.0,3.0,0.5338,2.33,0.0,True
MOL_00437,COc1ccc(NC(=O)CCNC(=O)CN2CCCC2=O)cc1,COc1ccc(NC(=O)CCNC(=O)CN2CCCC2=O)cc1,True,319.15,0.76,2.0,4.0,0.7766,1.86,0.0,True
MOL_00438,CC(C)CC[NH+]1CCC(NC(=O)N2CCN(c3ccccc3O)CC2)CC1,CC(C)CC[NH+]1CCC(NC(=O)N2CCN(c3ccccc3O)CC2)CC1,True,375.28,1.32,3.0,3.0,0.7274,3.3,0.0,True
MOL_00439,CC(=O)N1CCC([NH2+]CC(=O)Nc2cccc(C(F)(F)F)c2)CC1,CC(=O)N1CCC([NH2+]CC(=O)Nc2cccc(C(F)(F)F)c2)CC1,True,344.16,1.22,2.0,2.0,0.8625,3.06,0.0,True
